analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
0209lg8br32t4k6,MGI:2148801,Afg1l,C57BL,Early adult,IMPC_ECH_007_001,0.7923246,LVAWd
020rg8a8m794807,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_GRS_011_001,0.990746,Forelimb and hindlimb grip strength normalised against body weight
020uyj85952vkac,MGI:2444612,Klhdc7a,C57BL,Early adult,IMPC_EYE_007_001,0.6589793,Cornea
0211113w8o4z1y0,MGI:2137354,Trim9,C57BL,Early adult,IMPC_ACS_034_001,0.950804,% Pre-pulse inhibition - PPI2
02137d434samt1e,MGI:1926950,Zfp236,C57BL,E15.5,IMPC_GRS_010_001,0.5609655,Forelimb grip strength normalised against body weight
021e74hf1686837,MGI:1926950,Zfp236,C57BL,Early adult,IMPC_CBC_007_001,0.2499498,Albumin
021ufyqn3a8k6le,MGI:1298224,Pip5k1c,C57BL,Early adult,JAX_LDT_006_001,0.9541453,Fecal boli
0226c912vh151a3,MGI:1914285,Dnajb4,C57BL,Early adult,M-G-P_008_001_012,0.1864572,Tail elevation
0227q0t0d49p8k8,MGI:1921850,Mrpl47,C57BL,E12.5,JAX_OFD_007_001,0.1749579,Whole arena resting time
022alt56901942z,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_GEL_063_001,0.5690439,Delayed embryonic development
022sp68o2b10q7v,MGI:1197515,Irx1,C57BL,E12.5,IMPC_GEL_011_001,0.6109648,Embryo turning
0234elco1r68187,MGI:2384902,Rnpep,C57BL,Early adult,IMPC_HEM_001_001,0.7901645,White blood cell count
023aktr208az5zf,MGI:2685787,Arhgef33,C57BL,Early adult,IMPC_ABR_008_001,0.8714456,18kHz-evoked ABR Threshold
023m5705268tm37,MGI:2685483,Gsg1l,C57BL,Early adult,KMPCLA_CSD_011_001,0.9513501,Coat - hair distribution - back
023pmnq64fg52fc,MGI:2444612,Klhdc7a,C57BL,Early adult,IMPC_CSD_074_001,0.8890735,Mouth morphology
023r2a2uw1e3lve,MGI:1915751,Nsmce2,C57BL,Late adult,ESLIM_015_001_019,0.8091158,Free fatty acid
023z9k39m8t19k8,MGI:2442144,Taf5,C57BL,E9.5,IMPC_CSD_005_001,0.4346223,Coat - color - back
0245lc8171dn4y8,MGI:107277,Fyco1,C57BL,Early adult,IMPC_CBC_021_001,0.6601628,Lipase
0246w3ink7223y6,MGI:1914391,Fbxo5,C57BL,Early adult,M-G-P_007_001_009,0.359708,Periphery - average Speed
024rwdz110ly244,MGI:1860835,Ak3,C57BL,Early adult,UCDIP_GRS_009_001,0.6239099,Forelimb and hindlimb grip strength measurement mean
024s2jwhc2pnnz8,MGI:3769724,Tomt,C57BL,Early adult,IMPC_EYE_007_001,0.1554595,Cornea
024t6c1moti0426,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_DXA_004_001,0.306382,Bone Mineral Density (excluding skull)
0250svmiu9eb704,MGI:2141861,Ap2s1,C57BL,E9.5,IMPC_ECH_004_001,0.3579267,Ejection Fraction
02519b53jp6kmd7,MGI:1919580,Klhl40,C57BL,Early adult,ESLIM_016_001_007,0.4324765,Mean cell haemoglobin concentration
025449qy790nrzq,MGI:1918673,Epg5,C57BL,Early adult,JAX_LDT_005_001,0.6633965,Time mobile dark side
0255v39kb015852,MGI:96080,Mst1,C57BL,Early adult,IMPC_CSD_007_001,0.1741613,Coat - color - abdomen
025cx4y40075m0l,MGI:1916823,Hilpda,C57BL,Early adult,IMPC_EYE_062_001,0.669099,Right total retinal thickness
025ia2e21825z83,MGI:2682639,Ddx31,C57BL,E18.5,ESLIM_016_001_006,0.7865602,Mean corpuscular haemoglobin
025xmy92f8kx56q,MGI:1921850,Mrpl47,C57BL,Early adult,M-G-P_013_001_007,0.2329559,Right Retina
0264671m7708471,MGI:1920081,Dhx30,C57BL,E9.5,UCD_OWT_029_001,0.2813566,Body length
0269h159h8iyx31,MGI:1914285,Dnajb4,C57BL,Early adult,IMPC_CSD_016_001,0.4227433,Coat - hair texture / appearance - abdomen
026hz21qfw47941,MGI:1914391,Fbxo5,C57BL,Early adult,IMPC_GEL_011_001,0.08156156,Embryo turning
026jwwc2dq84iut,MGI:3650624,Arid3c,C57BL,Early adult,IMPC_HEM_006_001,0.8807535,Mean corpuscular hemoglobin
026wr3814c3lz44,MGI:1858259,Tomm40,C57BL,Early adult,IMPC_DXA_004_001,0.9948866,Bone Mineral Density (excluding skull)
0273kic0up8q2np,MGI:1926950,Zfp236,C57BL,E9.5,CCP_XRY_063_001,0.3187413,Cervical processes
02777o9201g1m3w,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_HEM_039_001,0.2385574,Large Unstained Cell (LUC) count
0278004w58m7050,MGI:2447773,Fam83a,C57BL,Early adult,ESLIM_016_001_002,0.7583664,Red blood cell count
02796qkka00yj92,MGI:1920136,Yju2,C57BL,Early adult,IMPC_HEM_033_001,0.3836205,Monocyte differential count
027a4er2356026f,MGI:1914738,Calcoco1,C57BL,Late adult,IMPC_CBC_021_001,0.5345695,Lipase
027l9cz4al18x66,MGI:3769724,Tomt,C57BL,Early adult,M-G-P_008_001_012,0.8568414,Tail elevation
027lcv671fsg4w6,MGI:2685483,Gsg1l,C57BL,Late adult,IMPC_CBC_023_001,0.9903991,Alpha-amylase
027t2e4414p2lz5,MGI:1916274,Snx15,C57BL,Early adult,IMPC_EYE_027_001,0.2777573,Persistence of hyaloid vascular system
02843m0bdcc4lux,MGI:1341796,Pla2g2d,C57BL,Early adult,ESLIM_011_001_010,0.7751178,PP4 + pulse startle magnitude
0286mutx34g0ae8,MGI:1925868,Acap2,C57BL,Early adult,ESLIM_005_001_004,0.5218585,Bone Mineral Density (excluding skull)
028e4ijo9p7py41,MGI:2137354,Trim9,C57BL,Early adult,IMPC_CBC_014_001,0.5981012,Alkaline phosphatase
028nt4z705jeid9,MGI:1914807,Larp6,C57BL,Early adult,IMPC_CSD_030_001,0.5192437,Tremor
028vfh6kt157p66,MGI:87994,Aldoa,C57BL,E12.5,IMPC_CSD_028_001,0.08077669,Snout size
02909tf75t4ubb5,MGI:95751,Glrb,C57BL,E15.5,M-G-P_007_001_015,0.4097238,Number of entries in the center
02933c0nh4w4iz6,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_CSD_028_001,0.6615584,Snout size
02946iv8nw0p4k2,MGI:1914228,Luc7l,C57BL,Early adult,IMPC_ABR_006_001,0.6038656,12kHz-evoked ABR Threshold
0296k231c68wc40,MGI:1298224,Pip5k1c,C57BL,Early adult,JAX_OFD_007_001,0.09592833,Whole arena resting time
0298xlw6b419387,MGI:1926154,Cfap20dc,C57BL,Early adult,KMPCLA_CSD_011_001,NA,Coat - hair distribution - back
029t302g29tlbr7,MGI:1915152,Sumf2,C57BL,early adult,IMPC_HEM_007_001,0.2943501,Mean cell hemoglobin concentration
029tt7938074jpy,MGI:1918039,Kynu,C57BL,Middle aged adult,IMPC_CSD_077_001,0.3442544,Contact righting
029v17a8d18i38i,MGI:1197515,Irx1,C57BL,E12.5,IMPC_GEM_062_001,NA,Craniofacial morphology
029x1do3b3273m0,MGI:107277,Fyco1,C57BL,Early adult,HRWLLA_EYE_092_001,0.05748848,Retina (combined)
02a72n5f15l369g,MGI:1341851,Msl3,C57BL,Early adult,IMPC_ACS_037_001,0.07940938,% Pre-pulse inhibition - Global
02a8123bi5l3l89,MGI:1918039,Kynu,C57BL,Late adult,KMPCIP_CSD_008_001,0.9380759,Coat - color pattern - back
02a82nmo750yi7b,MGI:1917311,Sdr9c7,C57BL,E15.5,IMPC_OFD_022_001,0.108112,Percentage center time
02b5wh4n07x1407,MGI:1920081,Dhx30,C57BL,E9.5,HRWLLA_CSD_036_001,0.8070214,Startle response
02bml3848s2640t,MGI:1915751,Nsmce2,C57BL,early adult,ESLIM_019_001_001,0.7208853,IgM
02br8fm85pl77su,MGI:96080,Mst1,C57BL,Early adult,IMPC_ECH_012_001,0.1592068,LVPWs
02c8jd8uq1u3j66,MGI:2447773,Fam83a,C57BL,Early adult,UCDLA_HEM_002_001,0.7657425,Red blood cell count
02cdsb54lwz7tic,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_HEM_004_001,0.3004852,Hematocrit
02d8xmfa08cz4e1,MGI:2447773,Fam83a,C57BL,Early adult,IMPC_ABR_010_001,0.1313942,24kHz-evoked ABR Threshold
02db0li759gg7r5,MGI:1277178,Fam91a1,C57BL,E18.5,KMPCLA_CBC_004_001,0.9338357,Urea (Blood Urea Nitrogen - BUN)
02dyn83bxis1y16,MGI:1919669,Fam72a,C57BL,Early adult,IMPC_CBC_058_001,0.9838676,Cholesterol ratio
02es3h518qk4a69,MGI:1914285,Dnajb4,C57BL,Early adult,JAX_PLC_005_001,0.2943121,Free fatty acids
02eyuf0k15d06gp,MGI:2141861,Ap2s1,C57BL,E12.5,IMPC_GEO_047_002,0.5406598,Microphthalmia
02f930lv628a37o,MGI:2682639,Ddx31,C57BL,E12.5,IMPC_IPG_011_001,0.7591933,Initial response to glucose challenge
02g52c1i2q7i1w8,MGI:2444612,Klhdc7a,C57BL,Early adult,IMPC_EYE_017_001,0.2844659,Lens Opacity
02gdu5tu8307c69,MGI:2154278,Ankrd6,C57BL,Early adult,KMPCLA_CSD_008_001,0.4612753,Coat - color pattern - back
02h2nq40o043l96,MGI:87994,Aldoa,C57BL,E12.5,IMPC_HEM_035_001,0.118489,Eosinophil differential count
02hhkf99o32po97,MGI:1298224,Pip5k1c,C57BL,E18.5,IMPC_ACS_034_001,0.3459862,% Pre-pulse inhibition - PPI2
02hs802q9vo6015,MGI:2137600,Rcc1l,C57BL,Early adult,IMPC_ECH_012_001,0.273537,LVPWs
02ip1yk003s95yy,MGI:1929743,Asb2,C57BL,Early adult,IMPC_OFD_013_001,0.8052265,Periphery average speed
02ivjt896333eie,MGI:1925868,Acap2,C57BL,Early adult,IMPC_CBC_017_001,0.6957858,Triglycerides
02jk78949507wmq,MGI:2685483,Gsg1l,C57BL,Late adult,IMPC_CBC_006_001,0.4274373,Total protein
02litxr20k5e8c9,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_CSD_078_001,0.9229372,Vocalization
02n07929g334l01,MGI:1921850,Mrpl47,C57BL,Early adult,KMPCLA_OFD_020_001,0.2247012,Distance travelled - total
02n3boy5xzt4t7j,MGI:1197515,Irx1,C57BL,E12.5,IMPC_CBC_017_001,0.8484291,Triglycerides
02o095n4q9e9jv0,MGI:1298397,Sncg,C57BL,Middle aged adult,JAX_OFD_009_001,0.5467121,Whole arena average speed
02o550cy022c484,MGI:3710243,Myh7b,C57BL,Early adult,IMPC_EYE_069_001,0.4138926,Left inner nuclear layer
02o7kp309049c2o,MGI:2442707,Tmem72,C57BL,early adult,IMPC_EYE_016_001,0.393281,Lens
02pt370amw8io0s,MGI:3779462,Plscr5,C57BL,Early adult,IMPC_HEM_032_001,0.6290429,Lymphocyte cell count
02pztpp3wtu2z44,MGI:1914807,Larp6,C57BL,Early adult,JAX_SLW_008_001,0.8650904,Light sleep bout lengths standard deviation
02qtj360r54449p,MGI:2148801,Afg1l,C57BL,Late adult,IMPC_CBC_012_001,0.5665642,Aspartate aminotransferase
02s45f138fiihz9,MGI:1918968,Telo2,C57BL,Early adult,IMPC_GEL_063_001,0.5888846,Delayed embryonic development
02snlz092eqqz5l,MGI:96080,Mst1,C57BL,Early adult,IMPC_ACS_036_001,0.3722009,% Pre-pulse inhibition - PPI4
02sx26a7ui6rt6e,MGI:2442707,Tmem72,C57BL,Middle aged adult,JAX_OFD_009_001,0.7336245,Whole arena average speed
02u3scy646w8yw4,MGI:2685483,Gsg1l,C57BL,Early adult,IMPC_LDT_008_001,0.1136458,Percent time in light
02v027979148m65,MGI:1914738,Calcoco1,C57BL,Late adult,IMPC_HWT_008_001,0.9482103,Heart weight
02v0d7hknbsa056,MGI:95791,Got1,C57BL,Early adult,JAX_OFD_013_001,0.3299696,Periphery average speed
02w4z9q4f1au7bj,MGI:1914738,Calcoco1,C57BL,Late adult,KMPCIP_CSD_008_001,0.7287682,Coat - color pattern - back
02w716lt7yi0124,MGI:1934754,Kars1,C57BL,E12.5,HRWLLA_CSD_036_001,0.06138922,Startle response
02x2v603d2ds88p,MGI:1919221,Zswim1,C57BL,Early adult,KMPCLA_CSD_005_001,0.7922614,Coat - color - back
02x4300bwuo7hs6,MGI:1918673,Epg5,C57BL,Early adult,IMPC_EYE_083_001,0.45543,Vitreous
02x862zii0077oz,MGI:1929743,Asb2,C57BL,Early adult,IMPC_OFD_010_001,0.8621707,Periphery distance travelled
02xkiz0e29tt03u,MGI:3650624,Arid3c,C57BL,early adult,IMPC_OFD_007_001,0.5300775,Whole arena resting time
02yuc70xa7284t5,MGI:1913857,Ms4a4d,C54BL,Early adult,IMPC_IPG_010_001,0.6170249,Fasted blood glucose concentration
02z54vg9bnp8bcn,MGI:2384902,Rnpep,C57BL,Early adult,IMPC_GEO_069_001,0.1311279,Delayed embryonic development
02z9k07mszc384f,MGI:2685483,Gsg1l,C57BL,Early adult,IMPC_CBC_018_001,0.3056089,Glucose
02zpoz025qwy05i,MGI:96654,Kcna1,C57BL,NA,IMPC_ABR_006_001,0.7914169,12kHz-evoked ABR Threshold
0300454hgog3x03,MGI:1929743,Asb2,C57BL,E9.5,ESLIM_016_001_002,0.9704236,Red blood cell count
030516c8f5r0wf5,MGI:1920136,Yju2,C57BL,Early adult,JAXLA_CSD_007_001,0.1693154,Coat - color - abdomen
0305i3kqm9454so,MGI:106014,Nudc,C57BL,Early adult,ESLIM_019_001_007,0.4590996,IgE
0305tp4209ubcv5,MGI:1914228,Luc7l,C57BL,Early adult,IMPC_HEM_037_001,0.57989,Basophil cell count
030oy0mbv21n669,MGI:2685483,Gsg1l,C57BL,Middle aged adult,JAX_OFD_020_001,0.6988532,Distance travelled - total
030x43385785295,MGI:1918039,Kynu,C57BL,Early adult,IMPC_GRS_010_001,0.5521564,Forelimb grip strength normalised against body weight
03145h33976ju05,MGI:2443778,Cfap69,C57BL,Early adult,JAX_OFD_007_001,0.4370861,Whole arena resting time
03152nn0v1j0ell,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_ABR_004_001,0.8959752,6kHz-evoked ABR Threshold
031c58x94u4g93k,MGI:1914805,Mgat4d,C57BL,Early adult,CCP_XRY_063_001,0.9227518,Cervical processes
031k24o3612hmub,MGI:95413,Ercc2,C57BL,Early adult,IMPC_GEL_024_001,0.7914116,Branchial arch morphology
031n2n23b59487d,MGI:1917311,Sdr9c7,C57BL,Early adult,IMPC_OFD_009_001,0.2955488,Whole arena average speed
0327um4mk5c80xq,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_CBC_058_001,0.7014823,Cholesterol ratio
032x00as5o7nip1,MGI:2682639,Ddx31,C53BL,E9.5,IMPC_EYE_007_001,0.3977481,Cornea
033lwrucm0xj7o4,MGI:1916274,Snx15,C57BL,Early adult,IMPC_ECH_004_001,0.7201834,Ejection Fraction
03443342iz547r1,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_OFD_020_001,0.9308463,Distance travelled - total
0345455r77e8s0l,MGI:1914285,Dnajb4,C59BL,Early adult,JAX_ROT_002_001,0.9290151,Average duration
0349m77gg2dhj6y,MGI:1914228,Luc7l,C57BL,Middle aged adult,IMPC_DXA_008_001,0.9843491,Lean/Body weight
034p72d2mbi36xb,MGI:1919669,Fam72a,C57BL,Early adult,JAX_OFD_010_001,0.3529736,Periphery distance travelled
034t2g247198seg,MGI:106014,Nudc,C57BL,Early adult,ESLIM_019_001_003,0.6867184,IgG1
03513bn9a22p09s,MGI:1277178,Fam91a1,C57BL,Early adult,ESLIM_019_001_001,0.1022818,IgM
03514tx9v551kkp,MGI:1919669,Fam72a,C57BL,Early adult,IMPC_EYE_027_001,0.07025671,Persistence of hyaloid vascular system
03547271xnke7sq,MGI:1298397,Sncg,C57BL,Middle aged adult,IMPC_OFD_022_001,0.8910084,Percentage center time
0355966kk344ue7,MGI:2141861,Ap2s1,C57BL,E12.5,ESLIM_015_001_018,0.436924,Triglyceride
0358l78x996913m,MGI:2443778,Cfap69,C57BL,Early adult,IMPC_OFD_050_001,0.7030412,Percentage center movement time
035pu83q1317o4v,MGI:2684953,Dnah7b,C57BL,Early adult,IMPC_DXA_002_001,0.7354185,Fat mass
035yc95v9ar93a2,MGI:2685483,Gsg1l,C57BL,early adult,IMPC_OFD_009_001,0.251089,Whole arena average speed
03631828jsf308m,MGI:87870,Acat1,C57BL,Early adult,ESLIM_011_001_010,0.06066619,PP4 + pulse startle magnitude
0363bb7bm25jc94,MGI:2442144,Taf5,C57BL,E9.5,M-G-P_007_001_005,0.9962145,Whole Arena - average Speed
036892422i41o2x,MGI:1914738,Calcoco1,C57BL,Middle aged adult,ESLIM_007_001_008,0.135036,Periphery permanence time
036g8s13lhd202o,MGI:107416,Supt4a,C57BL,Early adult,IMPC_HEM_001_001,0.3628902,White blood cell count
036hw306lc8q2nq,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_LDT_007_001,0.7505312,Percent time in dark
036o0sj088h8ci6,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_OFD_020_001,0.801714,Distance travelled - total
037143n2s3x12j7,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_GEL_027_001,0.2221854,Neural tube closure
0371y2pdeh0089o,MGI:1934754,Kars1,C57BL,Early adult,IMPC_CBC_010_001,0.6008408,Phosphorus
0373p05562i8291,MGI:1197515,Irx1,C57BL,E12.5,IMPC_HEM_004_001,0.0727546,Hematocrit
0373swre993m2l8,MGI:105077,Hsd17b1,C57BL,Early adult,IMPC_EYE_061_001,0.5258475,Right anterior chamber depth
037bos7lyb36b79,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_HEM_005_001,0.08910096,Mean cell volume
037ss2if08f3g52,MGI:107277,Fyco1,C57BL,Early adult,M-G-P_008_001_012,0.7529559,Tail elevation
0384rk5w31ss5m2,MGI:1298397,Sncg,C57BL,Middle aged adult,IMPC_OFD_050_001,0.5128556,Percentage center movement time
03866l58z5951go,MGI:1197515,Irx1,C57BL,E18.5,ESLIM_019_001_001,0.06389833,IgM
0387d39kqsk82g7,MGI:1858259,Tomm40,C57BL,Early adult,IMPC_CBC_003_001,0.8861985,Chloride
038cd2y5o00sd6j,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_EYE_069_001,0.2254655,Left inner nuclear layer
038ic87b0s1avo6,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_CSD_005_001,0.7029223,Coat - color - back
0391nd68y887481,MGI:96654,Kcna1,C57BL,NA,IMPC_ACS_035_001,0.09718731,% Pre-pulse inhibition - PPI3
039262y6144a92c,MGI:1916274,Snx15,C57BL,Early adult,IMPC_CBC_006_001,0.3103697,Total protein
0392fr2c8bg697y,MGI:1915751,Nsmce2,C57BL,Early adult,IMPC_HEM_007_001,0.4653128,Mean cell hemoglobin concentration
039lb6fd7n4qlme,MGI:1914738,Calcoco1,C57BL,Middle aged adult,KMPCLA_GRS_010_001,0.5932459,Forelimb grip strength normalised against body weight
03b3kblr43i68sh,MGI:1914391,Fbxo5,C57BL,Early adult,IMPC_GEM_062_001,0.09701353,Craniofacial morphology
03b90o2lfm2a7i5,MGI:1923322,Rnf183,C57BL,Early adult,KMPCIP_CSD_005_001,0.7180368,Coat - color - back
03bwfr00d85y56d,MGI:1919669,Fam72a,C57BL,Early adult,ESLIM_008_001_008,0.4907195,Locomotor activity
03c14n6v37g6y58,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_CSD_036_001,0.8748903,Startle response
03cmtm5d465rgy3,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_GEO_069_001,0.9292725,Delayed embryonic development
03cy6a6uihohvw6,MGI:2143484,Slc6a15,C57BL,Early adult,IMPC_EYE_067_001,0.329845,Left anterior chamber depth
03d286jaz7y21fs,MGI:2654470,Ctdsp1,C57BL,Early adult,IMPC_XRY_033_001,0.3781298,Tibia length
03d3bx540mr8030,MGI:1926950,Zfp236,C57BL,E9.5,M-G-P_007_001_015,0.9282016,Number of entries in the center
03df12jg8963q8t,MGI:107416,Supt4a,C57BL,Early adult,IMPC_CSD_030_001,0.549464,Tremor
03dpf3ce2l54f12,MGI:95675,Gch1,C57BL,Early adult,ESLIM_018_001_008,0.9949466,NK cell percentage
03e15otyg10570e,MGI:1914285,Dnajb4,C57BL,Early adult,ESLIM_005_001_004,0.7467308,Bone Mineral Density (excluding skull)
03eoz7g1b80tun9,MGI:87870,Acat1,C57BL,Early adult,KMPCLA_GRS_011_001,0.9605091,Forelimb and hindlimb grip strength normalised against body weight
03f3z1jn0bjl235,MGI:3039629,Slc17a8,C57BL,Early adult,IMPC_EYE_017_001,0.00004278896,Lens Opacity
03f99lkr27hsud7,MGI:2682639,Ddx31,C57BL,E18.5,IMPC_CBC_007_001,0.05797982,Albumin
03ffar61kp3u969,MGI:1277178,Fam91a1,C57BL,Early adult,JAX_ROT_002_001,0.6480009,Average duration
03g8xp1z0556jwa,MGI:96654,Kcna1,C57BL,NA,IMPC_GEL_063_001,0.6717609,Delayed embryonic development
03hj1jpgt20h31s,MGI:1913857,Ms4a4d,C57BL,Early adult,M-G-P_007_001_009,0.2667803,Periphery - average Speed
03hjc3z2h2yef6c,MGI:87994,Aldoa,C57BL,E12.5,IMPC_ACS_037_001,0.404005,% Pre-pulse inhibition - Global
03i7fx7hwd6u3v3,MGI:3645933,Tm4sf19,C57BL,Early adult,IMPC_ECH_007_001,0.9463513,LVAWd
03iop6w5q7gf9ry,MGI:95675,Gch1,C57BL,Early adult,IMPC_CSD_036_001,0.6576684,Startle response
03j6q68406i2g99,MGI:1197515,Irx1,C57BL,E15.5,IMPC_ABR_004_001,0.07956088,6kHz-evoked ABR Threshold
03js7a0g0yxo7fq,MGI:105077,Hsd17b1,C57BL,Early adult,ESLIM_015_001_017,0.5602728,Total cholesterol
03ju5t3w258vn4v,MGI:106014,Nudc,C57BL,Early adult,IMPC_CSD_036_001,0.7106755,Startle response
03k581v9795wp5s,MGI:2141861,Ap2s1,C57BL,Early adult,IMPC_GRS_010_001,0.1842978,Forelimb grip strength normalised against body weight
03kot39wi26te3a,MGI:1298224,Pip5k1c,C57BL,Early adult,ESLIM_015_001_017,0.6451966,Total cholesterol
03l634s34328co4,MGI:2148801,Afg1l,C57BL,Early adult,IMPC_ECH_012_001,0.1557414,LVPWs
03l84y33q102vn1,MGI:3650624,Arid3c,C57BL,Early adult,JAX_SLW_006_001,0.07747462,Sleep bout lengths standard deviation
03lol6ya3l728wa,MGI:1921850,Mrpl47,C57BL,E9.5,ESLIM_016_001_006,0.1059613,Mean corpuscular haemoglobin
03m3375coyhbcg9,MGI:3650333,Krtap9-5,C57BL,Early adult,IMPC_CBC_011_001,0.7324965,Iron
03m5ywc7468s89j,MGI:1915751,Nsmce2,C57BL,Early adult,ESLIM_007_001_011,0.5726402,Centre resting time
03mc960d918a4qc,MGI:2141861,Ap2s1,C57BL,Early adult,JAX_SLW_008_001,0.4810609,Light sleep bout lengths standard deviation
03mfs496pwda6y6,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_GEL_027_001,0.7927661,Neural tube closure
03n1x2c60033q14,MGI:1914285,Dnajb4,C57BL,Early adult,ESLIM_007_001_006,0.4551422,Periphery distance travelled
03n7xspklav9ixj,MGI:3650333,Krtap9-5,C57BL,Early adult,IMPC_GRS_010_001,0.1628644,Forelimb grip strength normalised against body weight
03nk3tk316lyjl0,MGI:2442144,Taf5,C57BL,E9.5,ESLIM_009_001_702,0.3046758,Forelimb and hindlimb grip strength measurement mean
03ob18w34279uxt,MGI:1920081,Dhx30,C57BL,Early adult,KMPCIP_CSD_008_001,0.627322,Coat - color pattern - back
03ohey2wgi3tia0,MGI:1914545,Rab3c,C57BL,Early adult,HRWL_OWT_001_001,0.8896768,Spleen weight
03qpn0es2h46tg7,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_DXA_002_001,0.2685921,Fat mass
03s0bvm8jh2f90d,MGI:2682639,Ddx31,C57BL,E9.5,IMPC_OFD_009_001,0.6491431,Whole arena average speed
03ss0b33990b003,MGI:1298397,Sncg,C57BL,Early adult,IMPC_IPG_011_001,0.9984748,Initial response to glucose challenge
03t4xb84z59375o,MGI:1934754,Kars1,C57BL,Early adult,IMPC_GEL_011_001,0.9038777,Embryo turning
03t92gw933xo540,MGI:1915751,Nsmce2,C57BL,Late adult,HRWLLA_CSD_036_001,0.4349139,Startle response
03un4aj2cke5i3a,MGI:1923322,Rnf183,C57BL,Early adult,IMPC_EYE_092_001,0.9576013,Retina (combined)
03v712j712g9v8t,MGI:2137354,Trim9,C57BL,Early adult,M-G-P_007_001_005,0.05950708,Whole Arena - average Speed
03v8s5ztg3e5dsl,MGI:1914228,Luc7l,C57BL,Middle aged adult,IMPC_ABR_012_001,0.1486318,30kHz-evoked ABR Threshold
03w8484ydj53e5x,MGI:3710243,Myh7b,C57BL,Early adult,KMPCLA_GRS_011_001,0.6672231,Forelimb and hindlimb grip strength normalised against body weight
03wr48upm00d987,MGI:1934754,Kars1,C57BL,Early adult,IMPC_EYE_007_001,0.2672263,Cornea
03x20i5703t5ymn,MGI:1341157,Sox30,C57BL,Early adult,IMPC_CSD_016_001,0.493253,Coat - hair texture / appearance - abdomen
03yjke0uecll807,MGI:1914391,Fbxo5,C57BL,E9.5,HRWL_OWT_001_001,0.05884847,Spleen weight
03z49c320q21a75,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_CSD_037_001,0.5955319,Unexpected behaviors
03z6x4oci053sqj,MGI:87994,Aldoa,C57BL,E9.5,JAX_SLW_013_001,0.9166156,Breath rate during sleep mean
03zs55f0wg195um,MGI:2143484,Slc6a15,C57BL,Early adult,IMPC_HEM_006_001,0.7574101,Mean corpuscular hemoglobin
04012ez1p8f68u6,MGI:1918968,Telo2,C57BL,E9.5,IMPC_HEM_003_001,0.8428432,Hemoglobin
0401gm1k86j9g2m,MGI:1921850,Mrpl47,C57BL,Early adult,JAX_OFD_007_001,0.2325373,Whole arena resting time
0401y561f9d0v20,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_CBC_008_001,0.3781144,Total bilirubin
04061844i9n7y46,MGI:107277,Fyco1,C57BL,Early adult,IMPC_CSD_037_001,0.625181,Unexpected behaviors
04068t8782k9zx1,MGI:1920211,Slc17a7,C57BL,Early adult,IMPC_EYE_092_002,0.6184841,Retina (combined)
04078z5192b65bu,MGI:2442144,Taf5,C57BL,E9.5,IMPC_HEM_037_001,0.5223707,Basophil cell count
0407bntuqdxlig2,MGI:2141861,Ap2s1,C57BL,Early adult,ESLIM_019_001_002,0.2355881,IgG3
0407l91m7114m4t,MGI:2443439,Itgbl1,C57BL,Late adult,ESLIM_011_001_010,0.6386524,PP4 + pulse startle magnitude
040c2vm30y4176r,MGI:1298224,Pip5k1c,C57BL,E18.5,IMPC_CSD_078_001,0.4385914,Vocalization
040fpk5bziryt8y,MGI:96080,Mst1,C57BL,Early adult,JAX_SLW_006_001,0.5097798,Sleep bout lengths standard deviation
040sz24988fwp5m,MGI:97616,Plcg2,C3H,Early adult,IMPC_HEM_034_001,0.6313021,Monocyte cell count
0414374sm59mq1z,MGI:1298397,Sncg,C57BL,Middle aged adult,HRWLLA_EYE_017_001,0.2968384,Lens Opacity
0415x73w7iebl8y,MGI:1918968,Telo2,C57BL,E9.5,IMPC_ABR_006_001,0.9383549,12kHz-evoked ABR Threshold
0416pe7b66ee0i2,MGI:88105,Atp1a1,C57BL,Early adult,IMPC_OFD_012_001,0.8757542,Periphery permanence time
0419ud5u9vy6u16,MGI:95675,Gch1,C57BL,Early adult,IMPC_CBC_014_001,0.09372743,Alkaline phosphatase
