"","impcParameterOrigId","name","description","parameterId"
"369",73115,"4th ventricle choroid plexus",NA,"IMPC_EMA_042_001"
"370",73116,"4th Ventricle",NA,"IMPC_EMA_043_001"
"371",73117,"Cerebral aqueduct",NA,"IMPC_EMA_044_001"
"372",73118,"Median sulcus",NA,"IMPC_EMA_045_001"
"373",73119,"3rd ventricle",NA,"IMPC_EMA_046_001"
"374",73120,"Olfactory lobe",NA,"IMPC_EMA_047_001"
"375",73121,"Trigeminal ganglion",NA,"IMPC_EMA_048_001"
"376",73122,"Pituitary gland",NA,"IMPC_EMA_049_001"
"377",73123,"Spinal cord cervical region",NA,"IMPC_EMA_050_001"
"378",73124,"Dorsal root ganglion",NA,"IMPC_EMA_051_001"
"379",73125,"Cochlea",NA,"IMPC_EMA_052_001"
"380",73126,"Nasal septum",NA,"IMPC_EMA_053_001"
"381",73127,"Nasal cavity",NA,"IMPC_EMA_054_001"
"382",73128,"Nasopharynx",NA,"IMPC_EMA_055_001"
"383",73129,"Vomeronasal organ",NA,"IMPC_EMA_056_001"
"384",73130,"Oropharynx",NA,"IMPC_EMA_057_001"
"385",73131,"Oral cavity",NA,"IMPC_EMA_058_001"
"386",73132,"Optic nerve",NA,"IMPC_EMA_059_001"
"387",73133,"Intraretinal space",NA,"IMPC_EMA_060_001"
"388",73134,"Hyaloid cavity",NA,"IMPC_EMA_061_001"
"389",73135,"Cornea",NA,"IMPC_EMA_062_001"
"390",73136,"Lens",NA,"IMPC_EMA_063_001"
"391",73137,"Eyelids",NA,"IMPC_EMA_064_001"
"392",73138,"Temporal bone",NA,"IMPC_EMA_065_001"
"393",73139,"Pharyngo-tympanic tube",NA,"IMPC_EMA_066_001"
"394",73140,"Palate",NA,"IMPC_EMA_067_001"
"395",73141,"Epiglottis",NA,"IMPC_EMA_068_001"
"396",73142,"Tongue",NA,"IMPC_EMA_069_001"
"397",73143,"Mandible",NA,"IMPC_EMA_070_001"
"398",73144,"Lower jaw molar",NA,"IMPC_EMA_071_001"
"399",73145,"Upper jaw molar",NA,"IMPC_EMA_072_001"
"400",73146,"Sphenoid bone",NA,"IMPC_EMA_073_001"
"401",73147,"Thyroid gland",NA,"IMPC_EMA_074_001"
"402",73148,"Submandibular gland",NA,"IMPC_EMA_075_001"
"403",73149,"Brown fat",NA,"IMPC_EMA_076_001"
"404",73150,"Vertebrae",NA,"IMPC_EMA_077_001"
"405",73151,"Esophagus",NA,"IMPC_EMA_078_001"
"406",73152,"Clavicle",NA,"IMPC_EMA_079_001"
"407",73153,"Scapula",NA,"IMPC_EMA_080_001"
"408",73154,"Ulna",NA,"IMPC_EMA_081_001"
"409",73155,"Humerus",NA,"IMPC_EMA_082_001"
"410",73156,"Arytenoid cartilage",NA,"IMPC_EMA_083_001"
"411",73157,"Cricoid cartilage",NA,"IMPC_EMA_084_001"
"412",73158,"Trachea",NA,"IMPC_EMA_085_001"
"413",73159,"Carotid artery",NA,"IMPC_EMA_086_001"
"414",73160,"Thymus",NA,"IMPC_EMA_087_001"
"415",73161,"Sternum",NA,"IMPC_EMA_088_001"
"416",73162,"Rib",NA,"IMPC_EMA_089_001"
"417",73163,"T1 rib",NA,"IMPC_EMA_090_001"
"418",73164,"Vena cava",NA,"IMPC_EMA_091_001"
"419",73165,"Inferior vena cava",NA,"IMPC_EMA_092_001"
"420",73166,"Superior vena cava",NA,"IMPC_EMA_093_001"
"421",73167,"Jugular vein",NA,"IMPC_EMA_094_001"
"422",73168,"Ductus arteriosus",NA,"IMPC_EMA_095_001"
"423",73169,"Pulmonary valve",NA,"IMPC_EMA_096_001"
"424",73170,"Pulmonary trunk",NA,"IMPC_EMA_097_001"
"425",73171,"Dorsal aorta",NA,"IMPC_EMA_098_001"
"426",73172,"Ductus venosus",NA,"IMPC_EMA_099_001"
"427",73173,"Aorta",NA,"IMPC_EMA_100_001"
"428",73174,"Aortic valve",NA,"IMPC_EMA_101_001"
"429",73175,"Heart atrium",NA,"IMPC_EMA_102_001"
"430",73176,"Heart ventricle",NA,"IMPC_EMA_103_001"
"431",73177,"Tricuspid valve",NA,"IMPC_EMA_104_001"
"432",73178,"Mitral valve",NA,"IMPC_EMA_105_001"
"433",73179,"Interventricular septum",NA,"IMPC_EMA_106_001"
"434",73180,"Pericardial cavity",NA,"IMPC_EMA_107_001"
"435",73181,"Pericardium",NA,"IMPC_EMA_108_001"
"436",73182,"Main bronchus",NA,"IMPC_EMA_109_001"
"437",73183,"Bronchus",NA,"IMPC_EMA_110_001"
"438",73184,"Right lung cranial lobe",NA,"IMPC_EMA_111_001"
"439",73185,"Right lung middle lobe",NA,"IMPC_EMA_112_001"
"440",73186,"Right lung caudal lobe",NA,"IMPC_EMA_113_001"
"441",73187,"Right lung accessory lobe",NA,"IMPC_EMA_114_001"
"442",73188,"Left lung",NA,"IMPC_EMA_115_001"
"443",73189,"Diaphragm",NA,"IMPC_EMA_116_001"
"444",73190,"Peritoneal cavity",NA,"IMPC_EMA_117_001"
"445",73191,"Liver",NA,"IMPC_EMA_118_001"
"446",73192,"Liver left lobe",NA,"IMPC_EMA_119_001"
"447",73193,"Liver right lobe",NA,"IMPC_EMA_120_001"
"448",73194,"Liver caudate lobe",NA,"IMPC_EMA_121_001"
"449",73195,"Gallbladder",NA,"IMPC_EMA_122_001"
"450",73196,"Liver lobar interzone",NA,"IMPC_EMA_123_001"
"451",73197,"Pancreas",NA,"IMPC_EMA_124_001"
"452",73198,"Stomach",NA,"IMPC_EMA_125_001"
"453",73199,"Pyloric antrum",NA,"IMPC_EMA_126_001"
"454",73200,"Stomach fundus",NA,"IMPC_EMA_127_001"
"455",73201,"Stomach lumen",NA,"IMPC_EMA_128_001"
"456",73202,"Small intestine",NA,"IMPC_EMA_129_001"
"457",73203,"Hindgut",NA,"IMPC_EMA_130_001"
"458",73204,"Midgut",NA,"IMPC_EMA_131_001"
"459",73205,"Hip joint",NA,"IMPC_EMA_132_001"
"460",73206,"Femur",NA,"IMPC_EMA_133_001"
"461",73207,"Fibula",NA,"IMPC_EMA_134_001"
"462",73208,"Tibia",NA,"IMPC_EMA_135_001"
"463",73209,"Adrenal gland",NA,"IMPC_EMA_136_001"
"464",73210,"Kidney",NA,"IMPC_EMA_137_001"
"465",73211,"Renal calyx",NA,"IMPC_EMA_138_001"
"466",73212,"Bladder",NA,"IMPC_EMA_139_001"
"467",73213,"Rectum",NA,"IMPC_EMA_140_001"
"468",73214,"Spleen",NA,"IMPC_EMA_141_001"
"469",73215,"Ovary",NA,"IMPC_EMA_142_001"
"470",73216,"Testes",NA,"IMPC_EMA_143_001"
"471",73217,"Penis",NA,"IMPC_EMA_144_001"
"472",73218,"Circumventricular organ",NA,"IMPC_EMA_145_001"
"473",73219,"Hyoid",NA,"IMPC_EMA_146_001"
"474",73220,"Severely dysmorphic",NA,"IMPC_EMA_147_001"
"475",73221,"Delayed embryonic development",NA,"IMPC_EMA_148_001"
"476",73222,"Annotator ID",NA,"IMPC_EMA_149_001"
"477",73223,"Date of Annotation",NA,"IMPC_EMA_150_001"
"478",17722,"Response amplitude - BN","response_amplitude_bn","IMPC_ACS_001_001"
"479",17723,"Response amplitude - PP1","response_amplitude_pp1","IMPC_ACS_002_001"
"480",17724,"Response amplitude - PP2","response_amplitude_pp2","IMPC_ACS_003_001"
"481",17725,"Response amplitude - PP3","response_amplitude_pp3","IMPC_ACS_004_001"
"482",17726,"Response amplitude - PP4","response_amplitude_pp4","IMPC_ACS_005_001"
"483",17727,"Response amplitude - S","response_amplitude_s","IMPC_ACS_006_001"
"484",17728,"Response amplitude - PP1_S","response_amplitude_pp1_s","IMPC_ACS_007_001"
"485",17729,"Response amplitude - PP2_S","response_amplitude_pp2_s","IMPC_ACS_008_001"
"486",17730,"Response amplitude - PP3_S","response_amplitude_pp3_s","IMPC_ACS_009_001"
"487",17731,"Response amplitude - PP4_S","response_amplitude_pp4_s","IMPC_ACS_010_001"
"488",17732,"Light level in chamber","light_level_in_chamber","IMPC_ACS_011_001"
"489",17733,"Date and time","date_and_time","IMPC_ACS_012_001"
"490",17734,"Experimenter ID","experimenter","IMPC_ACS_014_001"
"491",17735,"Startle stimulus","startle_pulse","IMPC_ACS_015_001"
"492",17736,"Background noise","background_noise","IMPC_ACS_016_001"
"493",17737,"Pre-pulse stimulus 1","pre_pulse_stimulus_1","IMPC_ACS_017_001"
"494",17738,"Pre-pulse stimulus 2","pre_pulse_stimulus_2","IMPC_ACS_018_001"
"495",17739,"Pre-pulse stimulus 3","pre_pulse_stimulus_3","IMPC_ACS_019_001"
"496",17740,"Pre-pulse stimulus 4","pre_pulse_stimulus_4","IMPC_ACS_020_001"
"497",17741,"Inter-trial interval","inter_trial_interval","IMPC_ACS_021_001"
"498",17742,"Number of trials","number_of_trials","IMPC_ACS_022_001"
"499",17743,"In-chamber adapt time","in_chamber_adapt_time","IMPC_ACS_023_001"
"500",17744,"Stimulus order","stimulus_order","IMPC_ACS_024_001"
"501",17745,"Mouse chamber ID","mouse_chamber_id","IMPC_ACS_025_001"
"502",17746,"Equipment ID","equipment_name","IMPC_ACS_026_001"
"503",17747,"Equipment manufacturer","equipment_manufacturer","IMPC_ACS_027_001"
"504",17748,"Equipment model","equipment_model","IMPC_ACS_028_001"
"505",17749,"Software version","software_version","IMPC_ACS_029_001"
"506",17750,"Mouse chamber dimension","mouse_chamber_dimension","IMPC_ACS_030_001"
"507",17751,"Sound generator manufacturer","sound_generator","IMPC_ACS_031_001"
"508",17752,"Sound-proof box dimension","sound_proof_box_dimension","IMPC_ACS_032_001"
"509",17753,"% Pre-pulse inhibition - PPI1","_pre_pulse_inhibition_pp1","IMPC_ACS_033_001"
"510",17754,"% Pre-pulse inhibition - PPI2","_pre_pulse_inhibition_pp2","IMPC_ACS_034_001"
"511",17755,"% Pre-pulse inhibition - PPI3","_pre_pulse_inhibition_pp3","IMPC_ACS_035_001"
"512",17756,"% Pre-pulse inhibition - PPI4","_pre_pulse_inhibition_pp4","IMPC_ACS_036_001"
"513",17757,"% Pre-pulse inhibition - Global","_pre_pulse_inhibition_global","IMPC_ACS_037_001"
"514",17758,"Date equipment last calibrated",NA,"IMPC_ACS_038_001"
"515",17759,"Inter PP-S stimulus interval",NA,"IMPC_ACS_013_001"
"516",17760,"Sound generator model",NA,"IMPC_ACS_039_001"
"517",89737,"Number of signals",NA,"IMPC_ECG_001_001"
"518",89738,"HR",NA,"IMPC_ECG_002_001"
"519",89739,"CV",NA,"IMPC_ECG_003_001"
"520",89740,"RR",NA,"IMPC_ECG_004_001"
"521",89741,"PQ",NA,"IMPC_ECG_005_001"
"522",89742,"PR",NA,"IMPC_ECG_006_001"
"523",89743,"QRS",NA,"IMPC_ECG_007_001"
"524",89744,"ST",NA,"IMPC_ECG_008_001"
"525",89745,"HRV",NA,"IMPC_ECG_010_001"
"526",89747,"Mean SR amplitude",NA,"IMPC_ECG_012_001"
"527",89748,"Mean R amplitude",NA,"IMPC_ECG_013_001"
"528",89749,"rMSSD",NA,"IMPC_ECG_014_001"
"529",89750,"pNN5(6>ms)",NA,"IMPC_ECG_015_001"
"530",89751,"Equipment ID",NA,"IMPC_ECG_016_001"
"531",89752,"Equipment Manufacturer",NA,"IMPC_ECG_017_001"
"532",89753,"Equipment Model",NA,"IMPC_ECG_018_001"
"533",89754,"Anesthetic",NA,"IMPC_ECG_019_001"
"534",89755,"Experimenter ID",NA,"IMPC_ECG_020_001"
"535",89756,"Noise level",NA,"IMPC_ECG_021_001"
"536",89757,"Light level",NA,"IMPC_ECG_022_001"
"537",89758,"Date equipment last calibrated",NA,"IMPC_ECG_023_001"
"538",89759,"QTc",NA,"IMPC_ECG_009_002"
"539",89760,"Analysis Software",NA,"IMPC_ECG_024_001"
"540",89761,"Waveform Image",NA,"IMPC_ECG_025_001"
"541",89762,"Waveform Image Comment","Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text.","IMPC_ECG_026_001"
"542",89763,"Lead Configuration",NA,"IMPC_ECG_027_001"
"543",89764,"QT",NA,"IMPC_ECG_028_001"
"544",89765,"QT Dispersion",NA,"IMPC_ECG_029_001"
"545",90855,"Data acquisition sampling rate",NA,"IMPC_ECG_030_001"
"546",90856,"Abnormal ECG detected",NA,"IMPC_ECG_031_001"
"547",36937,"Brain","brain","IMPC_PAT_001_002"
"548",36938,"Eye with optic nerve","eye_with_optic_nerve","IMPC_PAT_002_002"
"549",36939,"Spinal cord","spinal_cord","IMPC_PAT_003_002"
"550",36940,"Thymus","thymus","IMPC_PAT_004_002"
"551",36941,"Thyroid","thyroid","IMPC_PAT_005_002"
"552",36942,"Heart","heart","IMPC_PAT_006_002"
"553",36943,"Trachea","trachea","IMPC_PAT_007_002"
"554",36944,"Esophagus","esophagus","IMPC_PAT_008_002"
"555",36945,"Lung","lung","IMPC_PAT_009_002"
"556",36946,"Liver","liver","IMPC_PAT_010_002"
"557",36947,"Gall bladder","gall_bladder","IMPC_PAT_011_002"
"558",36948,"Stomach","stomach","IMPC_PAT_012_002"
"559",36949,"Small intestine","small_intestine","IMPC_PAT_013_002"
"560",36950,"Large intestine","large_intestine","IMPC_PAT_014_002"
"561",36951,"Pancreas","pancreas","IMPC_PAT_015_002"
"562",36952,"Spleen","spleen","IMPC_PAT_016_002"
"563",36953,"Kidney","kidney","IMPC_PAT_017_002"
"564",36954,"Adrenal gland","adrenal_gland","IMPC_PAT_018_002"
"565",36955,"Mammary gland","mammary_gland","IMPC_PAT_019_002"
"566",36956,"Lymph node","lymph_node","IMPC_PAT_020_002"
"567",36957,"Skin","skin","IMPC_PAT_021_002"
"568",36958,"Skeletal muscle","skeletal_muscle","IMPC_PAT_022_002"
"569",36959,"Urinary bladder","urinary_bladder","IMPC_PAT_023_002"
"570",36960,"Testes","testes","IMPC_PAT_024_002"
"571",36961,"Epididymis","epididymis","IMPC_PAT_025_002"
"572",36962,"Prostate","prostate","IMPC_PAT_026_002"
"573",36963,"Seminal vesicle","seminal_vesicles","IMPC_PAT_027_002"
"574",36964,"Ovary","ovary","IMPC_PAT_028_002"
"575",36965,"Uterus","uterus","IMPC_PAT_029_002"
"576",36966,"Body Weight","body_weight","IMPC_PAT_049_002"
"577",36967,"Images","images","IMPC_PAT_057_002"
"578",36968,"Comments (in English)","General comments in English","IMPC_PAT_032_002"
"579",36969,"Experimenter ID","experimenter","IMPC_PAT_052_002"
"580",36970,"Method of sacrifice","sacrifice","IMPC_PAT_054_002"
"581",36971,"Method of Blood Collection","blood_collection","IMPC_PAT_055_002"
"582",36972,"Equipment ID","equipment_name","IMPC_PAT_056_002"
"583",36973,"Fixative","fixative","IMPC_PAT_058_002"
"584",36974,"Date equipment last calibrated",NA,"IMPC_PAT_059_002"
"585",36975,"Equipment manufacturer",NA,"IMPC_PAT_060_002"
"586",36976,"Equipment model",NA,"IMPC_PAT_061_002"
"587",36977,"Date of sacrifice",NA,"IMPC_PAT_030_002"
"588",36978,"ID for sample banking protocol","ID for center-specific cassette processing protocol","IMPC_PAT_031_002"
"589",36979,"Balance manufacturer",NA,"IMPC_PAT_033_001"
"590",36980,"Balance model",NA,"IMPC_PAT_034_001"
"591",36981,"Camera resolution",NA,"IMPC_PAT_035_001"
"592",36982,"Eye fixative",NA,"IMPC_PAT_036_001"
"593",36983,"Salivary gland",NA,"IMPC_PAT_062_001"
"594",36984,"Sternum",NA,"IMPC_PAT_063_001"
"595",36985,"Femur",NA,"IMPC_PAT_064_001"
"596",36986,"Bone marrow",NA,"IMPC_PAT_065_001"
"597",36987,"Brown fat",NA,"IMPC_PAT_066_001"
"598",36988,"Tibia",NA,"IMPC_PAT_067_001"
"599",36989,"Knee joint",NA,"IMPC_PAT_068_001"
"600",36990,"Trigeminal V nerve",NA,"IMPC_PAT_069_001"
"601",36991,"Nasal cavity",NA,"IMPC_PAT_070_001"
"602",36992,"Ear",NA,"IMPC_PAT_071_001"
"603",36993,"Tooth",NA,"IMPC_PAT_072_001"
"604",36994,"Tongue",NA,"IMPC_PAT_073_001"
"605",36995,"Sciatic nerve",NA,"IMPC_PAT_074_001"
"606",36996,"Bone",NA,"IMPC_PAT_075_001"
"607",36997,"Tissue available for distribution","Are there tissue blocks available for distribution?","IMPC_PAT_076_001"
"608",28488,"Number of signals",NA,"IMPC_ECG_001_001"
"609",28489,"HR",NA,"IMPC_ECG_002_001"
"610",28490,"CV",NA,"IMPC_ECG_003_001"
"611",28491,"RR",NA,"IMPC_ECG_004_001"
"612",28492,"PQ",NA,"IMPC_ECG_005_001"
"613",28493,"PR",NA,"IMPC_ECG_006_001"
"614",28494,"QRS",NA,"IMPC_ECG_007_001"
"615",28495,"ST",NA,"IMPC_ECG_008_001"
"616",28496,"QTc",NA,"IMPC_ECG_009_001"
"617",28497,"HRV",NA,"IMPC_ECG_010_001"
"618",28498,"QTc Dispersion",NA,"IMPC_ECG_011_001"
"619",28499,"Mean SR amplitude",NA,"IMPC_ECG_012_001"
"620",28500,"Mean R amplitude",NA,"IMPC_ECG_013_001"
"621",28501,"rMSSD",NA,"IMPC_ECG_014_001"
"622",28502,"pNN5(6>ms)",NA,"IMPC_ECG_015_001"
"623",28503,"Equipment ID",NA,"IMPC_ECG_016_001"
"624",28504,"Equipment Manufacturer",NA,"IMPC_ECG_017_001"
"625",28505,"Equipment Model",NA,"IMPC_ECG_018_001"
"626",28506,"Anesthetic",NA,"IMPC_ECG_019_001"
"627",28507,"Experimenter ID",NA,"IMPC_ECG_020_001"
"628",28508,"Noise level",NA,"IMPC_ECG_021_001"
"629",28509,"Light level",NA,"IMPC_ECG_022_001"
"630",28510,"Date equipment last calibrated",NA,"IMPC_ECG_023_001"
"631",28511,"Analysis Software",NA,"IMPC_ECG_024_001"
"632",28512,"Waveform Image",NA,"IMPC_ECG_025_001"
"633",28513,"Waveform Image Comment","Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text.","IMPC_ECG_026_001"
"634",7636,"Population average",NA,"IMPC_MAA_001_001"
"635",7637,"T-statistics determinents",NA,"IMPC_MAA_002_001"
"636",7638,"T-statistics intensities",NA,"IMPC_MAA_003_001"
"637",7639,"FDR thresholds for determinents",NA,"IMPC_MAA_004_001"
"638",7640,"FDR thresholds for intensities",NA,"IMPC_MAA_005_001"
"639",7641,"Used WT specimen names",NA,"IMPC_MAA_006_001"
"640",7642,"Used MUT specimen names",NA,"IMPC_MAA_007_001"
"641",7643,"Version of pydpiper",NA,"IMPC_MAA_008_001"
"642",7644,"Data analysis finished",NA,"IMPC_MAA_009_001"
"643",45446,"Pericardium Morphology","pericardium_morphology","IMPC_GEM_007_001"
"644",45447,"Visceral yolk sac morphology","visceral_yolk_sac_morphology","IMPC_GEM_017_001"
"645",45448,"Embryo Size","embryo_size","IMPC_GEM_019_001"
"646",45449,"Ear Morphology","abnormal_ear_morphology","IMPC_GEM_021_001"
"647",45450,"Skin Appearance","skin_appearance","IMPC_GEM_024_001"
"648",45451,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEM_027_001"
"649",45452,"Limb Plate Morphology","limb_plate_morphology","IMPC_GEM_028_001"
"650",45453,"Tail Morphology","tail_morphology","IMPC_GEM_029_001"
"651",45454,"Liver Size","liver_size","IMPC_GEM_032_001"
"652",45455,"Neural Tube Closure","neural_tube_closure","IMPC_GEM_036_001"
"653",45456,"Eye Morphology","eye_morphology","IMPC_GEM_041_001"
"654",45457,"Head shape","head_shape","IMPC_GEM_047_001"
"655",45458,"Comment on image","comment_on_image","IMPC_GEM_048_001"
"656",45459,"Images","images","IMPC_GEM_049_001"
"657",45460,"Experimenter ID","experimenter_id","IMPC_GEM_050_001"
"658",45461,"Equipment ID","equipment_id","IMPC_GEM_051_001"
"659",45462,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEM_052_001"
"660",45463,"Equipment Model","equipment_model","IMPC_GEM_053_001"
"661",45464,"Fixative","fixative","IMPC_GEM_054_001"
"662",45465,"Time of Dissection","time_of_dissection","IMPC_GEM_055_001"
"663",45466,"Somite Stage","somite_stage","IMPC_GEM_056_001"
"664",45467,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEM_057_001"
"665",45468,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEM_058_001"
"666",45469,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEM_059_001"
"667",45470,"Pale yolk sac","pale_yolk_sac","IMPC_GEM_016_002"
"668",45471,"Pallor","pallor","IMPC_GEM_025_002"
"669",45472,"Blebs","blebs","IMPC_GEM_026_002"
"670",45473,"Pale Liver","pale_liver","IMPC_GEM_033_002"
"671",45474,"Microphthalmia","microphthalmia","IMPC_GEM_043_002"
"672",45475,"Anophthalmia","anophthalmia","IMPC_GEM_044_002"
"673",45476,"Severely Dysmorphic",NA,"IMPC_GEM_060_001"
"674",45477,"Abdominal wall",NA,"IMPC_GEM_061_001"
"675",45478,"Craniofacial morphology",NA,"IMPC_GEM_062_001"
"676",45479,"Facial cleft",NA,"IMPC_GEM_063_001"
"677",45480,"Facial hypoplasia",NA,"IMPC_GEM_064_001"
"678",45481,"Heart looping",NA,"IMPC_GEM_065_001"
"679",45482,"Heart morphology",NA,"IMPC_GEM_066_001"
"680",45483,"Left-right axis patterning",NA,"IMPC_GEM_067_001"
"681",45484,"Forebrain morphology",NA,"IMPC_GEM_068_001"
"682",45485,"Hindbrain morphology",NA,"IMPC_GEM_069_001"
"683",45486,"Midbrain morphology",NA,"IMPC_GEM_070_001"
"684",45487,"Microcephaly",NA,"IMPC_GEM_071_001"
"685",45488,"Rostal-caudal patterning",NA,"IMPC_GEM_072_001"
"686",45489,"Vascular morphology",NA,"IMPC_GEM_073_001"
"687",45490,"CRL",NA,"IMPC_GEM_074_001"
"688",45491,"Delayed embryonic development",NA,"IMPC_GEM_075_001"
"689",45492,"Edema",NA,"IMPC_GEM_076_001"
"690",45493,"Hemorrhage",NA,"IMPC_GEM_077_001"
"691",45494,"Polydactyly",NA,"IMPC_GEM_078_001"
"692",90846,"Exencephaly","exencephaly","IMPC_GEM_079_001"
"693",18100,"Body weight before experiment","body_weight_before_experiment","IMPC_CAL_001_001"
"694",18101,"Body weight after experiment","body_weight_after_experiment","IMPC_CAL_002_001"
"695",18102,"Oxygen consumption","oxygen_consumption","IMPC_CAL_003_001"
"696",18103,"Carbon dioxide production","carbon_dioxide_production","IMPC_CAL_004_001"
"697",18104,"Heat production (metabolic rate)","heat_production_metabolic_rate_","IMPC_CAL_005_001"
"698",18105,"Ambulatory activity  (no. of beam cuts)","ambulatory_activity_no_of_beam_cuts_","IMPC_CAL_006_001"
"699",18106,"Total activity  (no. of fine movement + no. of beam cuts)","total_activity_no_of_fine_movement_no_of_beam_cuts_","IMPC_CAL_007_001"
"700",18107,"Total food intake","total_food_intake","IMPC_CAL_008_001"
"701",18108,"Cumulative food intake","cumulative_food_intake","IMPC_CAL_009_001"
