"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id","check_result"
"MGI:2442707","Tmem72","C57BL","Middle aged adult","JAXLA_CSD_078_001",0.1839356,"Vocalization","01t70ke8647ko6s",""
"MGI:1926950","Zfp236","C57BL","E9.5","IMPC_CBC_007_001",0.6541821,"Albumin","01tbm804fau5rkf",""
"MGI:1298397","Sncg","C57BL","Early adult","IMPC_EYE_066_001",0.2200983,"Left corneal thickness","01u83h0p632679n",""
"MGI:1929743","Asb2","C57BL","E12.5","IMPC_CSD_028_001",0.146648,"Snout size","01v234xio53g1g4",""
"MGI:96654","Kcna1","C57BL","Early adult","IMPC_CBC_011_001",0.547531,"Iron","01v35su1x0hf396",""
"MGI:2137354","Trim9","C57BL","Early adult","JAX_PLC_005_001",0.1456706,"Free fatty acids","01v560989m8d25p",""
"MGI:105077","Hsd17b1","C57BL","Early adult","IMPC_ECH_005_001",0.6505047,"Fractional Shortening","01w4ab7fi65r233",""
"MGI:1921358","Parn","C57BL","Early adult","ESLIM_018_001_006",0.3394558,"Mature B cells IgD+ percentage","01w587f9fbpl4a3",""
"MGI:1934754","Kars1","C57BL","E12.5","IMPC_HEM_001_001",0.95673,"White blood cell count","01x91orczlhb8tt",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","JAX_LDT_008_001",0.3059493,"Percent time in dark","01y819t0a6829jw",""
"MGI:1918039","Kynu","C57BL","Late adult","KMPCLA_CBC_004_001",0.9755216,"Urea (Blood Urea Nitrogen - BUN)","01yk7xxgin97qpy",""
"MGI:1921850","Mrpl47","C57BL","E12.5","JAX_URI_004_001",0.9156851,"Magnesium","01z21a6n2ajlash",""
"MGI:1915751","Nsmce2","C57BL","E9.5","HRWLLA_EYE_017_001",0.3435265,"Lens Opacity","0200r5724r7rmgy",""
"MGI:87994","Aldoa","C57BL","Early adult","IMPC_OFD_021_001",0.3758108,"Number of rears - total","0201682b5sj88sw",""
"MGI:2148801","Afg1l","C57BL","Early adult","IMPC_ECH_007_001",0.7923246,"LVAWd","0209lg8br32t4k6",""
"MGI:1913857","Ms4a4d","C57BL","Early adult","IMPC_GRS_011_001",0.990746,"Forelimb and hindlimb grip strength normalised against body weight","020rg8a8m794807",""
"MGI:2444612","Klhdc7a","C57BL","Early adult","IMPC_EYE_007_001",0.6589793,"Cornea","020uyj85952vkac",""
"MGI:2137354","Trim9","C57BL","Early adult","IMPC_ACS_034_001",0.950804,"% Pre-pulse inhibition - PPI2","0211113w8o4z1y0",""
"MGI:1926950","Zfp236","C57BL","E15.5","IMPC_GRS_010_001",0.5609655,"Forelimb grip strength normalised against body weight","02137d434samt1e",""
"MGI:1926950","Zfp236","C57BL","Early adult","IMPC_CBC_007_001",0.2499498,"Albumin","021e74hf1686837",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","JAX_LDT_006_001",0.9541453,"Fecal boli","021ufyqn3a8k6le",""
"MGI:1914285","Dnajb4","C57BL","Early adult","M-G-P_008_001_012",0.1864572,"Tail elevation","0226c912vh151a3",""
"MGI:1921850","Mrpl47","C57BL","E12.5","JAX_OFD_007_001",0.1749579,"Whole arena resting time","0227q0t0d49p8k8",""
"MGI:1913857","Ms4a4d","C57BL","Early adult","IMPC_GEL_063_001",0.5690439,"Delayed embryonic development","022alt56901942z",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_GEL_011_001",0.6109648,"Embryo turning","022sp68o2b10q7v",""
"MGI:2384902","Rnpep","C57BL","Early adult","IMPC_HEM_001_001",0.7901645,"White blood cell count","0234elco1r68187",""
"MGI:2685787","Arhgef33","C57BL","Early adult","IMPC_ABR_008_001",0.8714456,"18kHz-evoked ABR Threshold","023aktr208az5zf",""
"MGI:2685483","Gsg1l","C57BL","Early adult","KMPCLA_CSD_011_001",0.9513501,"Coat - hair distribution - back","023m5705268tm37",""
"MGI:2444612","Klhdc7a","C57BL","Early adult","IMPC_CSD_074_001",0.8890735,"Mouth morphology","023pmnq64fg52fc",""
"MGI:1915751","Nsmce2","C57BL","Late adult","ESLIM_015_001_019",0.8091158,"Free fatty acid","023r2a2uw1e3lve",""
"MGI:2442144","TAF5","C57BL","E9.5","IMPC_CSD_005_001",0.4346223,"Coat - color - back","023z9k39m8t19k8",""
"MGI:107277","Fyco1","C57BL","Early adult","IMPC_CBC_021_001",0.6601628,"Lipase","0245lc8171dn4y8",""
"MGI:1914391","Fbxo5","C57BL","Early adult","M-G-P_007_001_009",0.359708,"Periphery - average Speed","0246w3ink7223y6",""
"MGI:1860835","Ak3","C57BL","Early adult","UCDIP_GRS_009_001",0.6239099,"Forelimb and hindlimb grip strength measurement mean","024rwdz110ly244",""
"MGI:3769724","Tomt","C57BL","Early adult","IMPC_EYE_007_001",0.1554595,"Cornea","024s2jwhc2pnnz8",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_DXA_004_001",0.306382,"Bone Mineral Density (excluding skull)","024t6c1moti0426",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_ECH_004_001",0.3579267,"Ejection Fraction","0250svmiu9eb704",""
"MGI:1919580","Klhl40","C57BL","Early adult","ESLIM_016_001_007",0.4324765,"Mean cell haemoglobin concentration","02519b53jp6kmd7",""
"MGI:1918673","Epg5","C57BL","Early adult","JAX_LDT_005_001",0.6633965,"Time mobile dark side","025449qy790nrzq",""
"MGI:96080","Mst1","C57BL","Early adult","IMPC_CSD_007_001",0.1741613,"Coat - color - abdomen","0255v39kb015852",""
"MGI:1916823","Hilpda","C57BL","Early adult","IMPC_EYE_062_001",0.669099,"Right total retinal thickness","025cx4y40075m0l",""
"MGI:2682639","Ddx31","C57BL","E18.5","ESLIM_016_001_006",0.7865602,"Mean corpuscular haemoglobin","025ia2e21825z83",""
"MGI:1921850","Mrpl47","C57BL","Early adult","M-G-P_013_001_007",0.2329559,"Right Retina","025xmy92f8kx56q",""
"MGI:1920081","Dhx30","C57BL","E9.5","UCD_OWT_029_001",0.2813566,"Body length","0264671m7708471",""
"MGI:1914285","Dnajb4","C57BL","Early adult","IMPC_CSD_016_001",0.4227433,"Coat - hair texture / appearance - abdomen","0269h159h8iyx31",""
"MGI:1914391","Fbxo5","C57BL","Early adult","IMPC_GEL_011_001",0.08156156,"Embryo turning","026hz21qfw47941",""
"MGI:3650624","Arid3c","C57BL","Early adult","IMPC_HEM_006_001",0.8807535,"Mean corpuscular hemoglobin","026jwwc2dq84iut",""
"MGI:1858259","Tomm40","C57BL","Early adult","IMPC_DXA_004_001",0.9948866,"Bone Mineral Density (excluding skull)","026wr3814c3lz44",""
"MGI:1926950","Zfp236","C57BL","E9.5","CCP_XRY_063_001",0.3187413,"Cervical processes","0273kic0up8q2np",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_HEM_039_001",0.2385574,"Large Unstained Cell (LUC) count","02777o9201g1m3w",""
"MGI:2447773","Fam83a","C57BL","Early adult","ESLIM_016_001_002",0.7583664,"Red blood cell count","0278004w58m7050",""
"MGI:1920136","Yju2","C57BL","Early adult","IMPC_HEM_033_001",0.3836205,"Monocyte differential count","02796qkka00yj92",""
"MGI:1914738","Calcoco1","C57BL","Late adult","IMPC_CBC_021_001",0.5345695,"Lipase","027a4er2356026f",""
"MGI:3769724","Tomt","C57BL","Early adult","M-G-P_008_001_012",0.8568414,"Tail elevation","027l9cz4al18x66",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_CBC_023_001",0.9903991,"Alpha-amylase","027lcv671fsg4w6",""
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_EYE_027_001",0.2777573,"Persistence of hyaloid vascular system","027t2e4414p2lz5",""
"MGI:1341796","Pla2g2d","C57BL","Early adult","ESLIM_011_001_010",0.7751178,"PP4 + pulse startle magnitude","02843m0bdcc4lux",""
"MGI:1925868","Acap2","C57BL","Early adult","ESLIM_005_001_004",0.5218585,"Bone Mineral Density (excluding skull)","0286mutx34g0ae8",""
"MGI:2137354","Trim9","C57BL","Early adult","IMPC_CBC_014_001",0.5981012,"Alkaline phosphatase","028e4ijo9p7py41",""
"MGI:1914807","Larp6","C57BL","Early adult","IMPC_CSD_030_001",0.5192437,"Tremor","028nt4z705jeid9",""
"MGI:87994","Aldoa","C57BL","E12.5","IMPC_CSD_028_001",0.08077669,"Snout size","028vfh6kt157p66",""
"MGI:95751","Glrb","C57BL","E15.5","M-G-P_007_001_015",0.4097238,"Number of entries in the center","02909tf75t4ubb5",""
"MGI:2150302","Ddhd1","C57BL","Early adult","IMPC_CSD_028_001",0.6615584,"Snout size","02933c0nh4w4iz6",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_ABR_006_001",0.6038656,"12kHz-evoked ABR Threshold","02946iv8nw0p4k2",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","JAX_OFD_007_001",0.09592833,"Whole arena resting time","0296k231c68wc40",""
"MGI:1926154","Cfap20dc","C57BL","Early adult","KMPCLA_CSD_011_001",1.346032,"Coat - hair distribution - back","0298xlw6b419387","pvalue out of range 0-1"
"MGI:1915152","Sumf2","C57BL","early adult","IMPC_HEM_007_001",0.2943501,"Mean cell hemoglobin concentration","029t302g29tlbr7","mouse_life_stage invalid value"
"MGI:1918039","Kynu","C57BL","Middle aged adult","IMPC_CSD_077_001",0.3442544,"Contact righting","029tt7938074jpy",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_GEM_062_001",0,"Craniofacial morphology","029v17a8d18i38i",""
"MGI:107277","Fyco1","C57BL","Early adult","HRWLLA_EYE_092_001",0.05748848,"Retina (combined)","029x1do3b3273m0",""
"MGI:1341851","Msl3","C57BL","Early adult","IMPC_ACS_037_001",0.07940938,"% Pre-pulse inhibition - Global","02a72n5f15l369g",""
"MGI:1918039","Kynu","C57BL","Late adult","KMPCIP_CSD_008_001",0.9380759,"Coat - color pattern - back","02a8123bi5l3l89",""
"MGI:1917311","Sdr9c7","C57BL","E15.5","IMPC_OFD_022_001",0.108112,"Percentage center time","02a82nmo750yi7b",""
"MGI:1920081","Dhx30","C57BL","E9.5","HRWLLA_CSD_036_001",0.8070214,"Startle response","02b5wh4n07x1407",""
"MGI:1915751","Nsmce2","C57BL","early adult","ESLIM_019_001_001",0.7208853,"IgM","02bml3848s2640t","mouse_life_stage invalid value"
"MGI:96080","Mst1","C57BL","Early adult","IMPC_ECH_012_001",0.1592068,"LVPWs","02br8fm85pl77su",""
"MGI:2447773","Fam83a","C57BL","Early adult","UCDLA_HEM_002_001",0.7657425,"Red blood cell count","02c8jd8uq1u3j66",""
"MGI:1913483","Dmap1","C57BL","E12.5","IMPC_HEM_004_001",0.3004852,"Hematocrit","02cdsb54lwz7tic",""
"MGI:2447773","Fam83a","C57BL","Early adult","IMPC_ABR_010_001",0.1313942,"24kHz-evoked ABR Threshold","02d8xmfa08cz4e1",""
"MGI:1277178","Fam91a1","C57BL","E18.5","KMPCLA_CBC_004_001",0.9338357,"Urea (Blood Urea Nitrogen - BUN)","02db0li759gg7r5",""
"MGI:1919669","Fam72a","C57BL","Early adult","IMPC_CBC_058_001",0.9838676,"Cholesterol ratio","02dyn83bxis1y16",""
"MGI:1914285","Dnajb4","C57BL","Early adult","JAX_PLC_005_001",0.2943121,"Free fatty acids","02es3h518qk4a69",""
"MGI:2141861","AP2S1","C57BL","E12.5","IMPC_GEO_047_002",0.5406598,"Microphthalmia","02eyuf0k15d06gp",""
"MGI:2682639","Ddx31","C57BL","E12.5","IMPC_IPG_011_001",0.7591933,"Initial response to glucose challenge","02f930lv628a37o",""
"MGI:2444612","Klhdc7a","C57BL","Early adult","IMPC_EYE_017_001",0.2844659,"Lens Opacity","02g52c1i2q7i1w8",""
"MGI:2154278","Ankrd6","C57BL","Early adult","KMPCLA_CSD_008_001",0.4612753,"Coat - color pattern - back","02gdu5tu8307c69",""
"MGI:87994","Aldoa","C57BL","E12.5","IMPC_HEM_035_001",0.118489,"Eosinophil differential count","02h2nq40o043l96",""
"MGI:1298224","Pip5k1c","C57BL","E18.5","IMPC_ACS_034_001",0.3459862,"% Pre-pulse inhibition - PPI2","02hhkf99o32po97",""
"MGI:2137600","Rcc1l","C57BL","Early adult","IMPC_ECH_012_001",0.273537,"LVPWs","02hs802q9vo6015",""
"MGI:1929743","Asb2","C57BL","Early adult","IMPC_OFD_013_001",0.8052265,"Periphery average speed","02ip1yk003s95yy",""
"MGI:1925868","Acap2","C57BL","Early adult","IMPC_CBC_017_001",0.6957858,"Triglycerides","02ivjt896333eie",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_CBC_006_001",0.4274373,"Total protein","02jk78949507wmq",""
"MGI:2443439","Itgbl1","C57BL","Late adult","IMPC_CSD_078_001",0.9229372,"Vocalization","02litxr20k5e8c9",""
"MGI:1921850","Mrpl47","C57BL","Early adult","KMPCLA_OFD_020_001",0.2247012,"Distance travelled - total","02n07929g334l01",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_CBC_017_001",0.8484291,"Triglycerides","02n3boy5xzt4t7j",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","JAX_OFD_009_001",0.5467121,"Whole arena average speed","02o095n4q9e9jv0",""
"MGI:3710243","Myh7b","C57BL","Early adult","IMPC_EYE_069_001",0.4138926,"Left inner nuclear layer","02o550cy022c484",""
"MGI:2442707","Tmem72","C57BL","early adult","IMPC_EYE_016_001",0.393281,"Lens","02o7kp309049c2o","mouse_life_stage invalid value"
"MGI:3779462","Plscr5","C57BL","Early adult","IMPC_HEM_032_001",0.6290429,"Lymphocyte cell count","02pt370amw8io0s",""
"MGI:1914807","Larp6","C57BL","Early adult","JAX_SLW_008_001",0.8650904,"Light sleep bout lengths standard deviation","02pztpp3wtu2z44",""
"MGI:2148801","Afg1l","C57BL","Late adult","IMPC_CBC_012_001",0.5665642,"Aspartate aminotransferase","02qtj360r54449p",""
"MGI:1918968","Telo2","C57BL","Early adult","IMPC_GEL_063_001",0.5888846,"Delayed embryonic development","02s45f138fiihz9",""
"MGI:96080","Mst1","C57BL","Early adult","IMPC_ACS_036_001",0.3722009,"% Pre-pulse inhibition - PPI4","02snlz092eqqz5l",""
"MGI:2442707","Tmem72","C57BL","Middle aged adult","JAX_OFD_009_001",0.7336245,"Whole arena average speed","02sx26a7ui6rt6e",""
"MGI:2685483","Gsg1l","C57BL","Early adult","IMPC_LDT_008_001",0.1136458,"Percent time in light","02u3scy646w8yw4",""
"MGI:1914738","Calcoco1","C57BL","Late adult","IMPC_HWT_008_001",0.9482103,"Heart weight","02v027979148m65",""
"MGI:95791","Got1","C57BL","Early adult","JAX_OFD_013_001",0.3299696,"Periphery average speed","02v0d7hknbsa056",""
"MGI:1914738","Calcoco1","C57BL","Late adult","KMPCIP_CSD_008_001",0.7287682,"Coat - color pattern - back","02w4z9q4f1au7bj",""
"MGI:1934754","Kars1","C57BL","E12.5","HRWLLA_CSD_036_001",0.06138922,"Startle response","02w716lt7yi0124",""
"MGI:1919221","Zswim1","C57BL","Early adult","KMPCLA_CSD_005_001",0.7922614,"Coat - color - back","02x2v603d2ds88p",""
"MGI:1918673","Epg5","C57BL","Early adult","IMPC_EYE_083_001",0.45543,"Vitreous","02x4300bwuo7hs6",""
"MGI:1929743","Asb2","C57BL","Early adult","IMPC_OFD_010_001",0.8621707,"Periphery distance travelled","02x862zii0077oz",""
"MGI:3650624","Arid3c","C57BL","early adult","IMPC_OFD_007_001",0.5300775,"Whole arena resting time","02xkiz0e29tt03u","mouse_life_stage invalid value"
"MGI:1913857","Ms4a4d","C54BL","Early adult","impc_ipg_010_001",0.6170249,"Fasted blood glucose concentration","02yuc70xa7284t5","mouse_strain invalid value"
"MGI:2384902","Rnpep","C57BL","Early adult","IMPC_GEO_069_001",0.1311279,"Delayed embryonic development","02z54vg9bnp8bcn",""
"MGI:2685483","Gsg1l","C57BL","Early adult","IMPC_CBC_018_001",0.3056089,"Glucose","02z9k07mszc384f",""
"MGI:96654","Kcna1","C57BL","","IMPC_ABR_006_001",0.7914169,"12kHz-evoked ABR Threshold","02zpoz025qwy05i","mouse_life_stage length error; mouse_life_stage invalid value"
"MGI:1929743","Asb2","C57BL","E9.5","ESLIM_016_001_002",0.9704236,"Red blood cell count","0300454hgog3x03",""
"MGI:1920136","Yju2","C57BL","Early adult","JAXLA_CSD_007_001",0.1693154,"Coat - color - abdomen","030516c8f5r0wf5",""
"MGI:106014","Nudc","C57BL","Early adult","ESLIM_019_001_007",0.4590996,"IgE","0305i3kqm9454so",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_HEM_037_001",0.57989,"Basophil cell count","0305tp4209ubcv5",""
"MGI:2685483","Gsg1l","C57BL","Middle aged adult","JAX_OFD_020_001",0.6988532,"Distance travelled - total","030oy0mbv21n669",""
"MGI:1918039","Kynu","C57BL","Early adult","IMPC_GRS_010_001",0.5521564,"Forelimb grip strength normalised against body weight","030x43385785295",""
"MGI:2443778","Cfap69","C57BL","Early adult","JAX_OFD_007_001",0.4370861,"Whole arena resting time","03145h33976ju05",""
"MGI:1920081","Dhx30","C57BL","E12.5","IMPC_ABR_004_001",0.8959752,"6kHz-evoked ABR Threshold","03152nn0v1j0ell",""
"MGI:1914805","Mgat4d","C57BL","Early adult","CCP_XRY_063_001",0.9227518,"Cervical processes","031c58x94u4g93k",""
"MGI:95413","Ercc2","C57BL","Early adult","IMPC_GEL_024_001",0.7914116,"Branchial arch morphology","031k24o3612hmub",""
"MGI:1917311","Sdr9c7","C57BL","Early adult","IMPC_OFD_009_001",0.2955488,"Whole arena average speed","031n2n23b59487d",""
"MGI:1913483","Dmap1","C57BL","E12.5","IMPC_CBC_058_001",0.7014823,"Cholesterol ratio","0327um4mk5c80xq",""
"MGI:2682639","Ddx31","C53BL","E9.5","IMPC_EYE_007_001",0.3977481,"Cornea","032x00as5o7nip1","mouse_strain invalid value"
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_ECH_004_001",0.7201834,"Ejection Fraction","033lwrucm0xj7o4",""
"MGI:3609246","Lingo3","C57BL","Early adult","IMPC_OFD_020_001",0.9308463,"Distance travelled - total","03443342iz547r1",""
"MGI:1914285","Dnajb4","C59BL","Early adult","JAX_ROT_002_001",0.9290151,"Average duration","0345455r77e8s0l","mouse_strain invalid value"
"MGI:1914228","Luc7l","C57BL","Middle aged adult","IMPC_DXA_008_001",0.9843491,"Lean/Body weight","0349m77gg2dhj6y",""
"MGI:1919669","Fam72a","C57BL","Early adult","JAX_OFD_010_001",0.3529736,"Periphery distance travelled","034p72d2mbi36xb",""
"MGI:106014","Nudc","C57BL","Early adult","ESLIM_019_001_003",0.6867184,"IgG1","034t2g247198seg",""
"MGI:1277178","Fam91a1","C57BL","Early adult","ESLIM_019_001_001",0.1022818,"IgM","03513bn9a22p09s",""
"MGI:1919669","Fam72a","C57BL","Early adult","IMPC_EYE_027_001",0.07025671,"Persistence of hyaloid vascular system","03514tx9v551kkp",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","IMPC_OFD_022_001",0.8910084,"Percentage center time","03547271xnke7sq",""
"MGI:2141861","Ap2s1","C57BL","E12.5","ESLIM_015_001_018",0.436924,"Triglyceride","0355966kk344ue7",""
"MGI:2443778","Cfap69","C57BL","Early adult","IMPC_OFD_050_001",0.7030412,"Percentage center movement time","0358l78x996913m",""
"MGI:2684953","Dnah7b","C57BL","Early adult","IMPC_DXA_002_001",0.7354185,"Fat mass","035pu83q1317o4v",""
"MGI:2685483","Gsg1l","C57BL","early adult","IMPC_OFD_009_001",0.251089,"Whole arena average speed","035yc95v9ar93a2","mouse_life_stage invalid value"
"MGI:87870","Acat1","C57BL","Early adult","ESLIM_011_001_010",0.06066619,"PP4 + pulse startle magnitude","03631828jsf308m",""
"MGI:2442144","Taf5","C57BL","E9.5","M-G-P_007_001_005",0.9962145,"Whole Arena - average Speed","0363bb7bm25jc94",""
"MGI:1914738","Calcoco1","C57BL","Middle aged adult","ESLIM_007_001_008",0.135036,"Periphery permanence time","036892422i41o2x",""
"MGI:107416","Supt4a","C57BL","Early adult","IMPC_HEM_001_001",0.3628902,"White blood cell count","036g8s13lhd202o",""
"MGI:1913483","Dmap1","C57BL","E12.5","IMPC_LDT_007_001",0.7505312,"Percent time in dark","036hw306lc8q2nq",""
"MGI:99554","Lgals3bp","C57BL","Early adult","IMPC_OFD_020_001",0.801714,"Distance travelled - total","036o0sj088h8ci6",""
"MGI:2443439","Itgbl1","C57BL","Late adult","IMPC_GEL_027_001",0.2221854,"Neural tube closure","037143n2s3x12j7",""
"MGI:1934754","Kars1","C57BL","Early adult","IMPC_CBC_010_001",0.6008408,"Phosphorus","0371y2pdeh0089o",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_HEM_004_001",0.0727546,"Hematocrit","0373p05562i8291",""
"MGI:105077","Hsd17b1","C57BL","Early adult","IMPC_EYE_061_001",0.5258475,"Right anterior chamber depth","0373swre993m2l8",""
"MGI:99554","Lgals3bp","C57BL","Early adult","IMPC_HEM_005_001",0.08910096,"Mean cell volume","037bos7lyb36b79",""
"MGI:107277","Fyco1","C57BL","Early adult","M-G-P_008_001_012",0.7529559,"Tail elevation","037ss2if08f3g52",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","IMPC_OFD_050_001",0.5128556,"Percentage center movement time","0384rk5w31ss5m2",""
"MGI:1197515","Irx1","C57BL","E18.5","ESLIM_019_001_001",0.06389833,"IgM","03866l58z5951go",""
"MGI:1858259","Tomm40","C57BL","Early adult","IMPC_CBC_003_001",0.8861985,"Chloride","0387d39kqsk82g7",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_EYE_069_001",0.2254655,"Left inner nuclear layer","038cd2y5o00sd6j",""
"MGI:1913857","Ms4a4d","C57BL","Early adult","IMPC_CSD_005_001",0.7029223,"Coat - color - back","038ic87b0s1avo6",""
"MGI:96654","Kcna1","C57BL","","IMPC_ACS_035_001",0.09718731,"% Pre-pulse inhibition - PPI3","0391nd68y887481","mouse_life_stage length error; mouse_life_stage invalid value"
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_CBC_006_001",0.3103697,"Total protein","039262y6144a92c",""
"MGI:1915751","Nsmce2","C57BL","Early adult","IMPC_HEM_007_001",0.4653128,"Mean cell hemoglobin concentration","0392fr2c8bg697y",""
"MGI:1914738","Calcoco1","C57BL","Middle aged adult","KMPCLA_GRS_010_001",0.5932459,"Forelimb grip strength normalised against body weight","039lb6fd7n4qlme",""
"MGI:1914391","Fbxo5","C57BL","Early adult","IMPC_GEM_062_001",0.09701353,"Craniofacial morphology","03b3kblr43i68sh",""
"MGI:1923322","Rnf183","C57BL","Early adult","kmpcip_csd_005_001",0.7180368,"Coat - color - back","03b90o2lfm2a7i5",""
"MGI:1919669","Fam72a","C57BL","Early adult","eslim_008_001_008",0.4907195,"Locomotor activity","03bwfr00d85y56d",""
"MGI:2443439","Itgbl1","C57BL","Late adult","IMPC_CSD_036_001",0.8748903,"Startle response","03c14n6v37g6y58",""
"MGI:1920081","Dhx30","C57BL","E12.5","IMPC_GEO_069_001",0.9292725,"Delayed embryonic development","03cmtm5d465rgy3",""
"MGI:2143484","Slc6a15","C57BL","Early adult","IMPC_EYE_067_001",0.329845,"Left anterior chamber depth","03cy6a6uihohvw6",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","IMPC_XRY_033_001",0.3781298,"Tibia length","03d286jaz7y21fs",""
"MGI:1926950","Zfp236","C57BL","E9.5","M-G-P_007_001_015",0.9282016,"Number of entries in the center","03d3bx540mr8030",""
"MGI:107416","Supt4a","C57BL","Early adult","IMPC_CSD_030_001",0.549464,"Tremor","03df12jg8963q8t",""
"MGI:95675","Gch1","C57BL","Early adult","ESLIM_018_001_008",0.9949466,"NK cell percentage","03dpf3ce2l54f12",""
"MGI:1914285","Dnajb4","C57BL","Early adult","ESLIM_005_001_004",0.7467308,"Bone Mineral Density (excluding skull)","03e15otyg10570e",""
